avg_size,edge_collisions,entropy_loss,episodes,policy_entropy,policy_loss,reward_rate,self_collisions,steps,t,value_loss
3.107421875,0.13671875,-1.3851382732391357,6368,1.38514244556427,0.10793737322092056,0.017578125,0.0,51200,3.3010506629943848,0.26836684346199036
3.1328125,0.130859375,-1.3843775987625122,12905,1.384376883506775,0.24404682219028473,0.02734375,0.0,102400,6.551570892333984,0.2526993751525879
3.1015625,0.10546875,-1.38441801071167,19385,1.38441801071167,0.34473562240600586,0.01953125,0.0,153600,9.840080261230469,0.2742478847503662
3.115234375,0.095703125,-1.3848661184310913,25949,1.384859561920166,0.36291244626045227,0.013671875,0.0,204800,13.067277908325195,0.27813392877578735
3.095703125,0.126953125,-1.3853378295898438,32486,1.3853446245193481,0.33358368277549744,0.025390625,0.0,256000,16.324392795562744,0.2730768322944641
3.083984375,0.119140625,-1.3857972621917725,38953,1.3857953548431396,0.28943100571632385,0.025390625,0.0,307200,19.550949811935425,0.2575230002403259
3.06640625,0.142578125,-1.386130928993225,45481,1.3861358165740967,0.2502448558807373,0.017578125,0.0,358400,22.806615829467773,0.25555169582366943
3.123046875,0.1328125,-1.3862323760986328,51924,1.386232614517212,0.23061275482177734,0.021484375,0.0,409600,26.04807996749878,0.2603111267089844
3.109375,0.123046875,-1.3862472772598267,58379,1.3862457275390625,0.23131488263607025,0.013671875,0.0,460800,29.278093576431274,0.2550903260707855
3.115234375,0.115234375,-1.386206030845642,64718,1.3862069845199585,0.24743275344371796,0.017578125,0.0,512000,32.51104426383972,0.2630654275417328
3.119140625,0.103515625,-1.386087417602539,71140,1.3860764503479004,0.26819300651550293,0.015625,0.0,563200,35.74976682662964,0.26925384998321533
3.083984375,0.11328125,-1.3859751224517822,77546,1.3859789371490479,0.2875978350639343,0.01171875,0.0,614400,39.00174069404602,0.2618606388568878
3.08203125,0.11328125,-1.385830044746399,84002,1.3858392238616943,0.29857245087623596,0.015625,0.0,665600,42.289018392562866,0.26625826954841614
3.12109375,0.134765625,-1.3855260610580444,90244,1.385491132736206,0.2976335883140564,0.0234375,0.0,716800,45.5725314617157,0.2713112235069275
3.119140625,0.11328125,-1.385125994682312,96744,1.3850836753845215,0.28758931159973145,0.01953125,0.0,768000,48.862122774124146,0.26527202129364014
3.0859375,0.126953125,-1.384713053703308,103188,1.3847332000732422,0.2753245234489441,0.01953125,0.0,819200,52.15698742866516,0.26270991563796997
3.12890625,0.1015625,-1.3846749067306519,109583,1.3845984935760498,0.2648080289363861,0.021484375,0.0,870400,55.44984292984009,0.26553550362586975
3.087890625,0.15234375,-1.3848443031311035,115995,1.3847804069519043,0.2621709108352661,0.021484375,0.0,921600,58.74148201942444,0.26528796553611755
3.099609375,0.1328125,-1.3850089311599731,122337,1.3849802017211914,0.2695728838443756,0.021484375,0.0,972800,62.03787565231323,0.27247488498687744
3.11328125,0.125,-1.3853271007537842,128609,1.3853000402450562,0.28066232800483704,0.017578125,0.0,1024000,65.33272910118103,0.26243746280670166
3.111328125,0.123046875,-1.3853634595870972,134881,1.3854196071624756,0.28772830963134766,0.017578125,0.00390625,1075200,68.6315450668335,0.27191805839538574
3.12109375,0.109375,-1.3852628469467163,141171,1.385267734527588,0.28704357147216797,0.017578125,0.0,1126400,71.91792917251587,0.2655690312385559
3.11328125,0.1015625,-1.3849633932113647,147417,1.3849793672561646,0.2786872088909149,0.021484375,0.001953125,1177600,75.21153330802917,0.28489068150520325
3.130859375,0.1328125,-1.3845661878585815,153669,1.3844516277313232,0.2753792107105255,0.01953125,0.0,1228800,78.50037574768066,0.26931527256965637
3.08984375,0.125,-1.3840059041976929,159794,1.3841617107391357,0.2755691111087799,0.021484375,0.0,1280000,81.77919435501099,0.27012965083122253
3.126953125,0.09765625,-1.3831084966659546,165899,1.3831734657287598,0.2804078757762909,0.0234375,0.0,1331200,85.05435180664062,0.27880778908729553
3.09765625,0.119140625,-1.3823250532150269,171972,1.3821449279785156,0.2805265486240387,0.013671875,0.0,1382400,88.32896971702576,0.2756238579750061
3.11328125,0.103515625,-1.3818317651748657,177968,1.3821333646774292,0.27443960309028625,0.013671875,0.0,1433600,91.60559272766113,0.28401684761047363
3.126953125,0.134765625,-1.3810622692108154,183987,1.3810389041900635,0.2722821831703186,0.021484375,0.001953125,1484800,94.8770227432251,0.2812621295452118
3.119140625,0.107421875,-1.3797470331192017,189794,1.3796470165252686,0.271839439868927,0.009765625,0.0,1536000,98.17507696151733,0.28333616256713867
3.119140625,0.11328125,-1.3781706094741821,195590,1.3788567781448364,0.26328039169311523,0.01953125,0.0,1587200,101.47835230827332,0.2703999876976013
3.1171875,0.115234375,-1.3751007318496704,201229,1.3746049404144287,0.25997164845466614,0.01171875,0.0,1638400,104.78246259689331,0.2877005934715271
3.16796875,0.095703125,-1.37078058719635,206751,1.370819330215454,0.27110645174980164,0.029296875,0.0,1689600,108.10255289077759,0.2917012870311737
3.125,0.1328125,-1.3644192218780518,212087,1.3644683361053467,0.25881296396255493,0.017578125,0.0,1740800,111.42368817329407,0.290591835975647
3.166015625,0.091796875,-1.3585275411605835,217260,1.3573474884033203,0.24013233184814453,0.0234375,0.001953125,1792000,114.6893846988678,0.29805535078048706
3.205078125,0.0859375,-1.3502624034881592,222160,1.3480298519134521,0.2533358037471771,0.02734375,0.0,1843200,117.99011421203613,0.3023153245449066
3.142578125,0.08984375,-1.3369643688201904,226892,1.3382542133331299,0.2587587535381317,0.015625,0.001953125,1894400,121.29576897621155,0.30995938181877136
