avg_size,edge_collisions,entropy_loss,episodes,policy_entropy,policy_loss,reward_rate,self_collisions,steps,t,value_loss
3.107421875,0.12890625,-1.3755472898483276,6523,1.3758857250213623,0.2384791374206543,0.025390625,0.0,51200,1.549988031387329,0.24909596145153046
3.09375,0.140625,-1.378865122795105,13057,1.379030704498291,0.28946805000305176,0.03125,0.0,102400,3.1329143047332764,0.2663525938987732
3.115234375,0.12109375,-1.3812538385391235,19467,1.381965160369873,0.2756071090698242,0.009765625,0.0,153600,4.690090894699097,0.2678530216217041
3.09765625,0.12109375,-1.3833650350570679,25844,1.3834211826324463,0.2525012493133545,0.0234375,0.0,204800,6.301036357879639,0.2660001814365387
3.0859375,0.138671875,-1.3840091228485107,32153,1.38416588306427,0.2514647841453552,0.013671875,0.0,256000,7.817778825759888,0.2588961720466614
3.109375,0.12109375,-1.3845280408859253,38459,1.3845045566558838,0.2622694969177246,0.0078125,0.001953125,307200,9.391202688217163,0.2670014798641205
3.09375,0.123046875,-1.3844691514968872,44724,1.3843419551849365,0.27398377656936646,0.013671875,0.0,358400,10.942435026168823,0.26778849959373474
3.099609375,0.123046875,-1.3840758800506592,50807,1.3840599060058594,0.2803034484386444,0.0078125,0.0,409600,12.552483081817627,0.2765411138534546
3.11328125,0.115234375,-1.3838614225387573,56955,1.3838613033294678,0.2750651240348816,0.013671875,0.0,460800,14.101378440856934,0.2656822204589844
3.111328125,0.12890625,-1.3833880424499512,63231,1.3835147619247437,0.25578758120536804,0.01171875,0.0,512000,15.703301906585693,0.2704835832118988
3.11328125,0.1328125,-1.3829959630966187,69376,1.3824881315231323,0.2572353482246399,0.0234375,0.0,563200,17.249733686447144,0.2775799632072449
3.12109375,0.109375,-1.38229501247406,75414,1.3824102878570557,0.2809079587459564,0.015625,0.001953125,614400,18.825942993164062,0.27787119150161743
3.09375,0.134765625,-1.3818353414535522,81314,1.3814220428466797,0.28599292039871216,0.015625,0.0,665600,20.375452041625977,0.2809916138648987
3.125,0.123046875,-1.3807919025421143,87207,1.381058692932129,0.26592954993247986,0.03125,0.0,716800,21.97561550140381,0.2626964747905731
3.1171875,0.087890625,-1.379826545715332,93069,1.3795948028564453,0.24960334599018097,0.017578125,0.0,768000,23.597489595413208,0.2659865915775299
3.10546875,0.12890625,-1.378266453742981,98863,1.3780542612075806,0.26537200808525085,0.01171875,0.0,819200,25.181171417236328,0.2628013491630554
3.12890625,0.11328125,-1.3771549463272095,104585,1.376224160194397,0.27954956889152527,0.013671875,0.0,870400,26.713372468948364,0.2768464982509613
3.091796875,0.09375,-1.3744269609451294,110219,1.374424695968628,0.2823188602924347,0.015625,0.0,921600,28.2908616065979,0.28023386001586914
3.126953125,0.07421875,-1.3726303577423096,115846,1.3723077774047852,0.25921687483787537,0.021484375,0.0,972800,29.82235097885132,0.28527820110321045
3.115234375,0.099609375,-1.3698667287826538,121441,1.3700551986694336,0.2502765357494354,0.021484375,0.0,1024000,31.428511381149292,0.27746590971946716
3.138671875,0.10546875,-1.3683712482452393,126987,1.3675535917282104,0.26273295283317566,0.025390625,0.001953125,1075200,32.967963457107544,0.2751222252845764
3.1328125,0.125,-1.3664323091506958,132481,1.366269826889038,0.27192339301109314,0.01953125,0.0,1126400,34.567858934402466,0.2842015326023102
3.15234375,0.087890625,-1.3645540475845337,137843,1.3646280765533447,0.26184821128845215,0.01171875,0.0,1177600,36.118669509887695,0.2882806062698364
3.158203125,0.107421875,-1.3597370386123657,143059,1.3586996793746948,0.25079137086868286,0.021484375,0.0,1228800,37.69172692298889,0.28544002771377563
3.138671875,0.08203125,-1.3557900190353394,148303,1.353798747062683,0.25412726402282715,0.021484375,0.0,1280000,39.22143077850342,0.2878187596797943
3.138671875,0.107421875,-1.3479431867599487,153432,1.3475391864776611,0.2610816955566406,0.021484375,0.0,1331200,40.79600954055786,0.2781961262226105
3.14453125,0.0859375,-1.3430880308151245,158435,1.3402565717697144,0.25202521681785583,0.013671875,0.0,1382400,42.330371618270874,0.27640479803085327
3.11328125,0.099609375,-1.3344615697860718,163411,1.3331117630004883,0.2512117922306061,0.013671875,0.00390625,1433600,43.91667366027832,0.28843411803245544
3.166015625,0.091796875,-1.328674554824829,168204,1.3267858028411865,0.25697576999664307,0.0234375,0.00390625,1484800,45.44435143470764,0.3006595969200134
3.15234375,0.09765625,-1.318475604057312,172985,1.317690372467041,0.24518421292304993,0.02734375,0.0,1536000,47.02785658836365,0.2970886826515198
3.166015625,0.091796875,-1.3125337362289429,177700,1.3154703378677368,0.2512725293636322,0.01953125,0.0,1587200,48.586084604263306,0.29248303174972534
3.13671875,0.099609375,-1.3070448637008667,182282,1.3104500770568848,0.24038277566432953,0.0078125,0.0,1638400,50.1771821975708,0.2861173748970032
3.18359375,0.091796875,-1.3022273778915405,186698,1.2987607717514038,0.2491859495639801,0.01953125,0.0,1689600,51.727349281311035,0.2998231053352356
3.1796875,0.080078125,-1.2918733358383179,191185,1.2914646863937378,0.24350979924201965,0.01953125,0.0,1740800,53.31829261779785,0.2946244478225708
3.169921875,0.07421875,-1.284979224205017,195527,1.2813425064086914,0.2335744947195053,0.021484375,0.0,1792000,54.85804605484009,0.28957635164260864
3.17578125,0.0859375,-1.2738863229751587,199666,1.2736072540283203,0.22528047859668732,0.017578125,0.0,1843200,56.44728064537048,0.31410306692123413
3.169921875,0.09765625,-1.266204595565796,203818,1.2646446228027344,0.24272961914539337,0.029296875,0.0,1894400,57.98828148841858,0.3106040954589844
3.20703125,0.06640625,-1.2516913414001465,207720,1.2511814832687378,0.2223992645740509,0.025390625,0.0,1945600,59.57618522644043,0.2918410003185272
3.224609375,0.076171875,-1.240110993385315,211487,1.2310322523117065,0.21633560955524445,0.015625,0.0,1996800,61.11112594604492,0.31262320280075073
3.208984375,0.0625,-1.2193821668624878,215209,1.2197985649108887,0.21175454556941986,0.013671875,0.00390625,2048000,62.699140310287476,0.2957332730293274
