avg_size,edge_collisions,entropy_loss,episodes,policy_entropy,policy_loss,reward_rate,self_collisions,steps,t,value_loss
3.099609375,0.080078125,-1.3837982416152954,4185,1.3831048011779785,0.1448972076177597,0.013671875,0.001953125,51200,3.5814766883850098,0.23811602592468262
3.107421875,0.1015625,-1.3825212717056274,8569,1.382519006729126,0.3018854558467865,0.013671875,0.0,102400,7.466545104980469,0.2514760196208954
3.11328125,0.095703125,-1.3829377889633179,12797,1.3833414316177368,0.3173585832118988,0.013671875,0.0,153600,10.784532070159912,0.26636943221092224
3.115234375,0.0625,-1.384223222732544,17160,1.3842136859893799,0.2810330092906952,0.017578125,0.0,204800,14.54929804801941,0.263399213552475
3.08984375,0.0859375,-1.3849722146987915,21529,1.3852722644805908,0.2531512677669525,0.005859375,0.0,256000,17.822554111480713,0.2553381025791168
3.08984375,0.08203125,-1.3856201171875,25824,1.3856220245361328,0.23230122029781342,0.01171875,0.0,307200,21.58776021003723,0.24413332343101501
3.111328125,0.076171875,-1.3859127759933472,30179,1.3860087394714355,0.2328440248966217,0.02734375,0.0,358400,24.88478446006775,0.24294018745422363
3.107421875,0.083984375,-1.3861850500106812,34556,1.3861885070800781,0.2508961856365204,0.01171875,0.0,409600,28.68491792678833,0.2665678560733795
3.078125,0.091796875,-1.386251449584961,38853,1.3862619400024414,0.2676541805267334,0.01171875,0.0,460800,32.01089835166931,0.25538748502731323
3.1015625,0.087890625,-1.3862323760986328,43204,1.3862338066101074,0.2739104926586151,0.009765625,0.0,512000,35.80743741989136,0.25301212072372437
3.078125,0.068359375,-1.386154294013977,47557,1.3861284255981445,0.26556530594825745,0.00390625,0.0,563200,39.11412763595581,0.25193479657173157
3.087890625,0.08203125,-1.386073350906372,51859,1.386065125465393,0.24669699370861053,0.009765625,0.0,614400,42.90456748008728,0.24541036784648895
3.091796875,0.091796875,-1.3859962224960327,56177,1.3859243392944336,0.24053947627544403,0.015625,0.0,665600,46.24023699760437,0.2585461437702179
3.08984375,0.080078125,-1.3858044147491455,60517,1.3858122825622559,0.24942421913146973,0.005859375,0.0,716800,50.06961369514465,0.26108235120773315
3.111328125,0.083984375,-1.3858085870742798,64941,1.3858435153961182,0.26011142134666443,0.009765625,0.0,768000,53.42995238304138,0.25540465116500854
3.1015625,0.09375,-1.3859280347824097,69352,1.3859137296676636,0.2643616795539856,0.01171875,0.0,819200,57.263978242874146,0.26385876536369324
3.1015625,0.10546875,-1.386027455329895,73674,1.386069416999817,0.26290521025657654,0.01171875,0.0,870400,60.61997747421265,0.26921769976615906
3.0703125,0.09765625,-1.3860950469970703,78032,1.386094093322754,0.2583956718444824,0.005859375,0.0,921600,64.46202445030212,0.24727149307727814
3.109375,0.060546875,-1.386067271232605,82392,1.3860586881637573,0.24776852130889893,0.009765625,0.0,972800,67.7948706150055,0.2609730362892151
3.091796875,0.09375,-1.386041283607483,86729,1.3860327005386353,0.24261556565761566,0.01171875,0.0,1024000,71.61236667633057,0.25123274326324463
3.1015625,0.07421875,-1.3860691785812378,91058,1.3860342502593994,0.25258949398994446,0.017578125,0.0,1075200,74.93833374977112,0.2541132867336273
3.083984375,0.11328125,-1.3858789205551147,95370,1.3858692646026611,0.2714664041996002,0.0078125,0.0,1126400,78.76648950576782,0.2598843276500702
3.111328125,0.091796875,-1.3854386806488037,99719,1.385198712348938,0.2713989317417145,0.013671875,0.0,1177600,82.1127200126648,0.26457804441452026
3.107421875,0.08203125,-1.3848072290420532,104057,1.3847357034683228,0.2528804838657379,0.00390625,0.0,1228800,85.9249005317688,0.25686103105545044
3.1015625,0.095703125,-1.3843191862106323,108371,1.3840395212173462,0.2447938472032547,0.01953125,0.001953125,1280000,89.266845703125,0.2477300614118576
3.0859375,0.087890625,-1.3836241960525513,112655,1.3837084770202637,0.24499277770519257,0.01171875,0.001953125,1331200,93.06631731987,0.2503160238265991
3.1015625,0.095703125,-1.3828537464141846,117069,1.382213830947876,0.25358936190605164,0.015625,0.0,1382400,96.39246320724487,0.2602252960205078
3.052734375,0.091796875,-1.381166696548462,121409,1.3813788890838623,0.2652454972267151,0.013671875,0.0,1433600,100.22326135635376,0.25222644209861755
3.0859375,0.0859375,-1.3803125619888306,125742,1.3798556327819824,0.24939857423305511,0.009765625,0.0,1484800,103.54902529716492,0.2514699101448059
3.083984375,0.09375,-1.3790403604507446,130180,1.3789517879486084,0.24411921203136444,0.009765625,0.001953125,1536000,107.36244344711304,0.2674714922904968
3.095703125,0.0703125,-1.3781449794769287,134555,1.3775711059570312,0.25937244296073914,0.013671875,0.0,1587200,110.69577693939209,0.25820088386535645
3.0703125,0.080078125,-1.376137375831604,138891,1.376330852508545,0.2450200766324997,0.01171875,0.0,1638400,114.51704907417297,0.2614138126373291
3.099609375,0.09765625,-1.3732045888900757,143113,1.3708205223083496,0.24202707409858704,0.0078125,0.0,1689600,117.83209609985352,0.2639543414115906
3.091796875,0.08203125,-1.3656516075134277,147496,1.3658115863800049,0.25146952271461487,0.015625,0.0,1740800,121.62767839431763,0.24952097237110138
3.107421875,0.08203125,-1.3632075786590576,151855,1.363304853439331,0.2116135209798813,0.005859375,0.0,1792000,124.9496009349823,0.2720353603363037
3.1015625,0.076171875,-1.3556269407272339,156122,1.3550631999969482,0.27347466349601746,0.009765625,0.0,1843200,128.79235744476318,0.2645633816719055
3.091796875,0.07421875,-1.3464274406433105,160361,1.3418240547180176,0.2353745698928833,0.0078125,0.001953125,1894400,132.13430213928223,0.26629891991615295
3.138671875,0.0625,-1.322061538696289,164548,1.3206089735031128,0.22977128624916077,0.025390625,0.0,1945600,135.94374012947083,0.27269673347473145
3.1171875,0.091796875,-1.3048137426376343,168752,1.2990235090255737,0.24669471383094788,0.015625,0.0,1996800,139.28631949424744,0.2733634412288666
3.09765625,0.0859375,-1.2790920734405518,172993,1.2792503833770752,0.20734024047851562,0.009765625,0.0,2048000,143.13989901542664,0.27101144194602966
3.126953125,0.078125,-1.2564677000045776,177140,1.2369861602783203,0.23086045682430267,0.021484375,0.0,2099200,146.50301361083984,0.28191012144088745
3.162109375,0.060546875,-1.1920108795166016,181162,1.18936288356781,0.21847184002399445,0.005859375,0.0,2150400,150.34218287467957,0.29370030760765076
3.134765625,0.072265625,-1.1611878871917725,185192,1.1438522338867188,0.1981470137834549,0.015625,0.0,2201600,153.7069797515869,0.28901535272598267
3.197265625,0.0859375,-1.1324173212051392,188885,1.1317033767700195,0.21181762218475342,0.017578125,0.0,2252800,157.54440259933472,0.31159138679504395
3.1640625,0.0703125,-1.1331498622894287,192421,1.1247628927230835,0.17918245494365692,0.015625,0.001953125,2304000,160.8655183315277,0.31131109595298767
3.201171875,0.064453125,-1.1097604036331177,195783,1.1053358316421509,0.15324173867702484,0.013671875,0.00390625,2355200,164.67283272743225,0.3324252963066101
3.30078125,0.072265625,-1.0601608753204346,198531,1.0343999862670898,0.17369382083415985,0.017578125,0.0,2406400,168.00593495368958,0.3354092240333557
3.328125,0.01953125,-1.0298641920089722,201010,1.018990397453308,0.18962343037128448,0.01171875,0.0,2457600,171.8330066204071,0.3441691994667053
3.38671875,0.041015625,-1.0434378385543823,203499,1.0474674701690674,0.1214016005396843,0.03125,0.0,2508800,175.17071056365967,0.3484843373298645
3.416015625,0.041015625,-1.0233136415481567,205801,1.0215502977371216,0.10829172283411026,0.017578125,0.0,2560000,178.98732614517212,0.34574460983276367
3.4296875,0.03125,-0.9981676340103149,207836,0.9856902956962585,0.1061081513762474,0.01953125,0.0,2611200,182.33197593688965,0.3602130711078644
3.599609375,0.021484375,-0.967725932598114,209684,0.9700256586074829,0.15192745625972748,0.03125,0.001953125,2662400,186.19110703468323,0.3485901653766632
3.6953125,0.0234375,-0.9760813117027283,211298,0.972194254398346,0.045463185757398605,0.04296875,0.0,2713600,189.54779291152954,0.3616873621940613
3.48828125,0.048828125,-0.96918785572052,213200,0.9835734367370605,-0.012293526902794838,0.03515625,0.0,2764800,193.39777302742004,0.34892648458480835
3.79296875,0.0234375,-0.9763578772544861,215112,0.9552977085113525,0.07191339880228043,0.0390625,0.005859375,2816000,196.76028394699097,0.3391076922416687
3.9609375,0.009765625,-0.951555073261261,216454,0.9553166627883911,-0.01616796664893627,0.03125,0.001953125,2867200,200.60455918312073,0.36198362708091736
3.923828125,0.009765625,-0.9621493220329285,217835,0.9617892503738403,0.09502743929624557,0.03125,0.0078125,2918400,203.95724773406982,0.35097894072532654
3.845703125,0.0234375,-0.952893853187561,219347,0.9639400243759155,-0.0906171128153801,0.048828125,0.0,2969600,207.81859183311462,0.3427339196205139
3.59375,0.048828125,-0.9516092538833618,221333,0.9664297103881836,-0.03719155117869377,0.03515625,0.001953125,3020800,211.16516947746277,0.3284372389316559
4.009765625,0.03125,-0.9300999641418457,223288,0.9108812212944031,0.13860385119915009,0.06640625,0.001953125,3072000,214.96981191635132,0.34852585196495056
4.111328125,0.01953125,-0.9319228529930115,224675,0.930223286151886,-0.1406741887331009,0.037109375,0.0078125,3123200,218.2987334728241,0.3666195869445801
4.1015625,0.0234375,-0.9400650262832642,226056,0.9326241612434387,0.2013927549123764,0.046875,0.001953125,3174400,222.10700964927673,0.3641357421875
4.31640625,0.01171875,-0.9171018600463867,227362,0.9186203479766846,-0.012095415964722633,0.052734375,0.00390625,3225600,225.4265387058258,0.3584628999233246
4.142578125,0.017578125,-0.9264962077140808,228893,0.9157885313034058,0.028819328173995018,0.0546875,0.01171875,3276800,229.2395055294037,0.3463006913661957
3.974609375,0.0234375,-0.9321991801261902,230322,0.9160032272338867,-0.10745308548212051,0.0390625,0.0,3328000,232.55337142944336,0.3535924553871155
