avg_size,edge_collisions,entropy_loss,episodes,policy_entropy,policy_loss,reward_rate,self_collisions,steps,t,value_loss
3.080078125,0.1015625,-1.3850702047348022,4187,1.3852537870407104,-0.1552889347076416,-9.228034973144531,0.0,51200,3.5837953090667725,0.3702746033668518
3.091796875,0.072265625,-1.3845758438110352,8458,1.384580135345459,-0.008162993006408215,-5.113116264343262,0.0,102400,7.487367868423462,0.3417627215385437
3.123046875,0.0625,-1.3832719326019287,12771,1.382387638092041,0.078583262860775,-3.7442121505737305,0.0,153600,10.906172752380371,0.3316528797149658
3.07421875,0.111328125,-1.3802952766418457,17189,1.3802940845489502,0.2069879025220871,-9.027557373046875,0.0,204800,14.823668718338013,0.33654242753982544
3.08203125,0.06640625,-1.3783555030822754,21547,1.3780884742736816,0.28384485840797424,-4.1466169357299805,0.0,256000,18.26135230064392,0.32412904500961304
3.111328125,0.08984375,-1.3791559934616089,25921,1.3791638612747192,0.32199984788894653,-4.924941062927246,0.0,307200,22.177998781204224,0.34093719720840454
3.08203125,0.078125,-1.3813631534576416,30299,1.3823778629302979,0.29884472489356995,-5.5156097412109375,0.001953125,358400,25.63476800918579,0.32643136382102966
3.083984375,0.0859375,-1.3839954137802124,34610,1.383981704711914,0.2418428212404251,-6.88804817199707,0.0,409600,29.5737361907959,0.33887094259262085
3.083984375,0.0859375,-1.3849520683288574,38897,1.385277271270752,0.20757348835468292,-5.717540740966797,0.0,460800,33.029547929763794,0.34086528420448303
3.109375,0.09375,-1.3855985403060913,43178,1.3855940103530884,0.17463445663452148,-6.88225793838501,0.0,512000,36.956852197647095,0.33646196126937866
3.095703125,0.087890625,-1.3856416940689087,47428,1.3856217861175537,0.1741729974746704,-5.131577968597412,0.0,563200,40.38542723655701,0.3249265253543854
3.095703125,0.076171875,-1.38551664352417,51676,1.3855068683624268,0.19803079962730408,-5.717469215393066,0.001953125,614400,44.32416081428528,0.3412226736545563
3.123046875,0.09375,-1.3853782415390015,56001,1.3853034973144531,0.22082889080047607,-6.8685078620910645,0.0,665600,47.77933597564697,0.3396098017692566
3.09765625,0.09375,-1.3851642608642578,60257,1.3851549625396729,0.23544088006019592,-6.878086090087891,0.0,716800,51.698901653289795,0.34083786606788635
3.103515625,0.068359375,-1.3850852251052856,64498,1.3850228786468506,0.22912602126598358,-3.1753273010253906,0.0,768000,55.16288185119629,0.34565049409866333
3.078125,0.068359375,-1.3848562240600586,68627,1.38480806350708,0.21317847073078156,-3.567878484725952,0.0,819200,59.118019580841064,0.345541387796402
3.099609375,0.080078125,-1.3846606016159058,72680,1.3845216035842896,0.20565994083881378,-4.350712776184082,0.0,870400,62.570263624191284,0.3370048403739929
3.080078125,0.0859375,-1.3840969800949097,76805,1.3842136859893799,0.20607076585292816,-6.88040828704834,0.0,921600,66.5111186504364,0.340401828289032
3.078125,0.072265625,-1.3835279941558838,80853,1.3832377195358276,0.2116032838821411,-6.7066826820373535,0.0,972800,69.96573805809021,0.3349575102329254
3.099609375,0.078125,-1.3824647665023804,84796,1.382340431213379,0.21207597851753235,-7.275777339935303,0.0,1024000,73.88929605484009,0.3256016969680786
3.12890625,0.0703125,-1.381500482559204,88712,1.3807953596115112,0.20491409301757812,-5.325725555419922,0.0,1075200,77.33257603645325,0.3346613645553589
3.119140625,0.056640625,-1.3790403604507446,92570,1.3791382312774658,0.19873808324337006,-4.745412349700928,0.0,1126400,81.26004195213318,0.34443801641464233
3.134765625,0.064453125,-1.3771257400512695,96283,1.3759026527404785,0.1985781490802765,-3.960224151611328,0.0,1177600,84.7097384929657,0.3490055203437805
3.103515625,0.064453125,-1.3741010427474976,99926,1.3741929531097412,0.19651877880096436,-3.193831443786621,0.0,1228800,88.65686559677124,0.34315237402915955
3.140625,0.09375,-1.3706835508346558,103500,1.3683967590332031,0.20249639451503754,-7.686803340911865,0.0,1280000,92.11768770217896,0.336060494184494
3.146484375,0.0703125,-1.3626389503479004,106916,1.3611829280853271,0.18855009973049164,-5.734515190124512,0.0,1331200,96.04624676704407,0.3335714042186737
3.162109375,0.0625,-1.3545641899108887,110047,1.3478269577026367,0.17925983667373657,-3.7895052433013916,0.0,1382400,99.5111711025238,0.34414610266685486
